date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason,data_source
2026-03-09,Gulf Air,GF6490,Singapore,Istanbul,Singapore,Turkey,Airbus A340-600,107,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Gulf Air,GF9378,London,Mumbai,UK,India,Boeing 737-800,436,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Gulf Air,GF1786,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,90,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Gulf Air,GF4584,Istanbul,Muscat,Turkey,Oman,Boeing 737-800,188,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Gulf Air,GF2462,Abu Dhabi,Doha,UAE,Qatar,Boeing 787-9 Dreamliner,226,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Gulf Air,GF6737,Abu Dhabi,Bahrain,UAE,Bahrain,Boeing 777-300ER,199,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Gulf Air,GF6848,London,Paris,UK,France,Boeing 737 MAX 8,266,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Gulf Air,GF3458,Dubai,Washington,UAE,USA,Boeing 787-9 Dreamliner,355,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,IndiGo,IN3342,Karachi,Dubai,Pakistan,UAE,Airbus A340-600,409,Diplomatic advisory — do not fly,Original sample data
2026-03-09,IndiGo,IN4416,Sydney,Abu Dhabi,Australia,UAE,Airbus A330-300,334,Diplomatic advisory — do not fly,Original sample data
2026-03-09,IndiGo,6E4957,Delhi,London,India,UK,Airbus A340-600,185,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E2817,Los Angeles,London,USA,UK,Boeing 777-200LR,106,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E5889,Kuwait City,Abu Dhabi,Kuwait,UAE,Boeing 777-300ER,305,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E4335,London,Dubai,UK,UAE,Airbus A330-300,239,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E5003,Istanbul,Paris,Turkey,France,Boeing 737 MAX 8,329,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E9632,Washington,Beijing,USA,China,Airbus A321neo,363,Government travel ban,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E2607,Sydney,Islamabad,Australia,Pakistan,Airbus A330-300,434,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E8282,London,Dubai,UK,UAE,Airbus A320neo,174,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E5001,Abu Dhabi,Paris,UAE,France,Airbus A320neo,351,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E6930,Istanbul,Dubai,Turkey,UAE,Boeing 777-200LR,219,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,IndiGo,6E8932,London,Abu Dhabi,UK,UAE,Boeing 777-300ER,304,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR2093,Beirut,Paris,Lebanon,France,Boeing 737-800,140,Crew safety — company policy,Original sample data
2026-03-09,Iran Air,IR5412,Lahore,Doha,Pakistan,Qatar,Airbus A350-900,107,Government travel ban,Original sample data
2026-03-09,Iran Air,IR5292,Mumbai,Beirut,India,Lebanon,Airbus A320neo,270,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR3927,Doha,Mumbai,Qatar,India,Airbus A320neo,261,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR7559,Abu Dhabi,London,UAE,UK,Boeing 787-10 Dreamliner,434,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR9090,Dubai,London,UAE,UK,Boeing 777-300ER,240,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR6274,Doha,Abu Dhabi,Qatar,UAE,Airbus A380-800,144,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR8752,Riyadh,Tehran,Saudi Arabia,Iran,Boeing 777-300ER,240,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR6091,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 787-10 Dreamliner,265,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR9369,Doha,Karachi,Qatar,Pakistan,Airbus A350-900,416,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR7615,Bahrain,Muscat,Bahrain,Oman,Airbus A380-800,450,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR8364,Islamabad,Paris,Pakistan,France,Boeing 777-200LR,335,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR5227,Paris,Mumbai,France,India,Airbus A340-600,201,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Iran Air,IR5410,London,Los Angeles,UK,USA,Boeing 737-800,116,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,JA2668,Frankfurt,Dubai,Germany,UAE,Airbus A320neo,367,Crew safety — company policy,Original sample data
2026-03-09,Jazeera Airways,JA1728,Dubai,Karachi,UAE,Pakistan,Airbus A320neo,245,Airport closure — military activity,Original sample data
2026-03-09,Jazeera Airways,J92504,Doha,Karachi,Qatar,Pakistan,Airbus A320neo,131,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J92602,Istanbul,Paris,Turkey,France,Boeing 787-9 Dreamliner,80,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J98763,Dubai,Delhi,UAE,India,Boeing 737-800,367,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J95055,Riyadh,Paris,Saudi Arabia,France,Boeing 787-9 Dreamliner,450,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J96747,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Boeing 777-300ER,278,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J96685,Washington,Delhi,USA,India,Airbus A340-600,287,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J96428,Abu Dhabi,Doha,UAE,Qatar,Airbus A321neo,441,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J91354,Doha,Karachi,Qatar,Pakistan,Boeing 787-10 Dreamliner,215,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J98601,Lahore,New York,Pakistan,USA,Airbus A350-900,292,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J99405,Lahore,Abu Dhabi,Pakistan,UAE,Airbus A320neo,80,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J92049,Tehran,Abu Dhabi,Iran,UAE,Boeing 777-300ER,211,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J98068,Doha,Dubai,Qatar,UAE,Boeing 787-9 Dreamliner,371,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J92208,Kuwait City,Cairo,Kuwait,Egypt,Airbus A340-600,345,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J93923,Kuwait City,London,Kuwait,UK,Airbus A340-600,180,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Jazeera Airways,J93774,Washington,Dubai,USA,UAE,Boeing 787-10 Dreamliner,211,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,KLM,KL5451,Sydney,Paris,Australia,France,Boeing 787-9 Dreamliner,293,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,KLM,KL8363,Abu Dhabi,Paris,UAE,France,Airbus A380-800,134,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,KLM,KL7931,New York,Istanbul,USA,Turkey,Airbus A320neo,80,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,KLM,KL3467,Riyadh,Dubai,Saudi Arabia,UAE,Airbus A330-300,150,Government travel ban,Simulated — scaled from verified sample
2026-03-09,KLM,KL9321,Delhi,Doha,India,Qatar,Boeing 737-800,80,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,KLM,KL4122,Abu Dhabi,Los Angeles,UAE,USA,Boeing 787-10 Dreamliner,189,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,KLM,KL4796,Los Angeles,Dubai,USA,UAE,Airbus A340-600,393,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,KLM,KL8716,Mumbai,Sydney,India,Australia,Airbus A350-900,355,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,KLM,KL3257,Islamabad,Abu Dhabi,Pakistan,UAE,Airbus A380-800,347,Government travel ban,Simulated — scaled from verified sample
2026-03-09,KLM,KL7302,Doha,Abu Dhabi,Qatar,UAE,Boeing 777-300ER,176,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,KLM,KL2789,Kuwait City,Moscow,Kuwait,Russia,Boeing 787-10 Dreamliner,156,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,KLM,KL6926,Kuwait City,Paris,Kuwait,France,Boeing 787-9 Dreamliner,257,Government travel ban,Simulated — scaled from verified sample
2026-03-09,KLM,KL9372,Delhi,Amman,India,Jordan,Boeing 777-200LR,248,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,KLM,KL8291,Bahrain,Amman,Bahrain,Jordan,Boeing 787-9 Dreamliner,328,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,KLM,KL5739,Istanbul,London,Turkey,UK,Airbus A320neo,232,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Kuwait Airways,KU8820,Beirut,Paris,Lebanon,France,Boeing 737-800,327,Security risk — conflict zone,Original sample data
2026-03-09,Kuwait Airways,KU8895,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A320neo,404,Fuel supply disruption,Original sample data
2026-03-09,Kuwait Airways,KU3376,London,Paris,UK,France,Boeing 777-300ER,194,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Kuwait Airways,KU1670,Doha,Kuwait City,Qatar,Kuwait,Boeing 777-300ER,209,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Kuwait Airways,KU6861,Doha,Cairo,Qatar,Egypt,Airbus A321neo,207,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Kuwait Airways,KU1296,Dubai,London,UAE,UK,Airbus A330-300,227,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Kuwait Airways,KU5558,Abu Dhabi,Lahore,UAE,Pakistan,Airbus A350-900,80,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Kuwait Airways,KU3241,Washington,Paris,USA,France,Boeing 787-10 Dreamliner,271,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LU9110,Paris,Doha,France,Qatar,Airbus A320neo,81,Crew safety — company policy,Original sample data
2026-03-09,Lufthansa,LU5651,Islamabad,Dubai,Pakistan,UAE,Boeing 777-200LR,343,Security risk — conflict zone,Original sample data
2026-03-09,Lufthansa,LH1414,Dubai,Istanbul,UAE,Turkey,Boeing 737 MAX 8,297,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH1484,Cairo,Muscat,Egypt,Oman,Boeing 777-200LR,325,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH6710,Sydney,Tehran,Australia,Iran,Boeing 737 MAX 8,316,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH6782,Islamabad,Doha,Pakistan,Qatar,Airbus A320neo,206,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH9092,Dubai,Paris,UAE,France,Boeing 777-300ER,195,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH8412,Abu Dhabi,Singapore,UAE,Singapore,Airbus A340-600,175,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH6852,Paris,Dubai,France,UAE,Boeing 737-800,147,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH8158,Moscow,Delhi,Russia,India,Boeing 777-300ER,238,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH8234,Mumbai,Frankfurt,India,Germany,Boeing 777-200LR,377,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH2113,Bahrain,Abu Dhabi,Bahrain,UAE,Airbus A330-300,412,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH1425,Karachi,Abu Dhabi,Pakistan,UAE,Boeing 737-800,128,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH6902,Karachi,London,Pakistan,UK,Boeing 737-800,83,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH1254,Sydney,Los Angeles,Australia,USA,Boeing 737 MAX 8,173,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH7699,London,Tehran,UK,Iran,Airbus A380-800,286,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Lufthansa,LH9082,Doha,Paris,Qatar,France,Boeing 737 MAX 8,414,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W54633,Paris,Dubai,France,UAE,Boeing 777-300ER,189,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W53714,London,Doha,UK,Qatar,Airbus A350-900,260,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W55808,Doha,Cairo,Qatar,Egypt,Airbus A321neo,99,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W56286,London,Dubai,UK,UAE,Boeing 787-10 Dreamliner,174,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W56244,Delhi,Abu Dhabi,India,UAE,Airbus A330-300,223,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W56231,New York,Dubai,USA,UAE,Boeing 777-300ER,287,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W57308,Frankfurt,Paris,Germany,France,Airbus A321neo,239,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W59644,Washington,Dubai,USA,UAE,Boeing 787-9 Dreamliner,346,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W52409,Islamabad,Singapore,Pakistan,Singapore,Boeing 737 MAX 8,217,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W57433,Delhi,Riyadh,India,Saudi Arabia,Airbus A350-900,386,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W54359,Lahore,Doha,Pakistan,Qatar,Airbus A340-600,234,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W53234,Doha,Tehran,Qatar,Iran,Airbus A380-800,96,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W56715,Los Angeles,Paris,USA,France,Boeing 737-800,450,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W52117,London,Delhi,UK,India,Boeing 737-800,232,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W55959,New York,London,USA,UK,Boeing 787-9 Dreamliner,132,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W55999,Abu Dhabi,London,UAE,UK,Airbus A340-600,317,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W59761,Abu Dhabi,Delhi,UAE,India,Airbus A321neo,295,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W55495,London,Abu Dhabi,UK,UAE,Boeing 787-9 Dreamliner,151,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W51202,Washington,London,USA,UK,Boeing 777-300ER,363,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W56515,New York,Doha,USA,Qatar,Boeing 777-300ER,377,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Mahan Air,W52965,Sydney,Mumbai,Australia,India,Boeing 737-800,139,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA8563,Mumbai,Doha,India,Qatar,Boeing 787-10 Dreamliner,418,Insurance restriction — war zone,Original sample data
2026-03-09,Malaysia Airlines,MA2076,Beirut,Paris,Lebanon,France,Boeing 787-10 Dreamliner,237,Crew safety — company policy,Original sample data
2026-03-09,Malaysia Airlines,MA4784,New York,Sydney,USA,Australia,Airbus A321neo,80,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA9907,Moscow,Frankfurt,Russia,Germany,Airbus A320neo,161,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA3788,London,Sydney,UK,Australia,Boeing 777-200LR,147,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA1215,Doha,Sydney,Qatar,Australia,Boeing 737-800,207,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA7836,Islamabad,Singapore,Pakistan,Singapore,Airbus A320neo,194,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA5560,Lahore,Bahrain,Pakistan,Bahrain,Airbus A340-600,230,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA1431,Cairo,Amman,Egypt,Jordan,Boeing 777-200LR,218,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA4172,Singapore,Kuwait City,Singapore,Kuwait,Boeing 737 MAX 8,396,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA1244,Islamabad,Frankfurt,Pakistan,Germany,Boeing 737 MAX 8,260,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA8213,Doha,Amman,Qatar,Jordan,Boeing 737-800,184,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA1978,Bahrain,Tehran,Bahrain,Iran,Airbus A380-800,242,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Malaysia Airlines,MA8207,Riyadh,Istanbul,Saudi Arabia,Turkey,Airbus A350-900,434,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY9261,Karachi,Dubai,Pakistan,UAE,Boeing 777-300ER,322,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY4543,Beijing,Cairo,China,Egypt,Boeing 777-200LR,382,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY6388,Doha,Kuwait City,Qatar,Kuwait,Airbus A320neo,353,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY1348,Abu Dhabi,Amman,UAE,Jordan,Boeing 777-200LR,143,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY3797,Moscow,Mumbai,Russia,India,Boeing 787-9 Dreamliner,450,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY4849,Istanbul,Cairo,Turkey,Egypt,Airbus A320neo,95,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY3851,Delhi,Muscat,India,Oman,Airbus A350-900,272,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY6891,Karachi,Moscow,Pakistan,Russia,Boeing 737-800,314,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY8761,Dubai,Lahore,UAE,Pakistan,Airbus A320neo,90,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY3051,Sydney,Lahore,Australia,Pakistan,Airbus A321neo,224,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY5583,Abu Dhabi,Cairo,UAE,Egypt,Boeing 737-800,330,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY3246,New York,Istanbul,USA,Turkey,Airbus A330-300,140,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY6259,Karachi,Delhi,Pakistan,India,Boeing 787-9 Dreamliner,192,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY4245,Karachi,Riyadh,Pakistan,Saudi Arabia,Airbus A330-300,349,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Oman Air,WY4451,Kuwait City,Mumbai,Kuwait,India,Airbus A330-300,272,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PA3502,London,Kuwait City,UK,Kuwait,Boeing 787-9 Dreamliner,301,Fuel supply disruption,Original sample data
2026-03-09,Pakistan International Airlines,PA4563,Mumbai,Dubai,India,UAE,Airbus A340-600,98,Fuel supply disruption,Original sample data
2026-03-09,Pakistan International Airlines,PA5164,Abu Dhabi,Sydney,UAE,Australia,Airbus A350-900,142,Airport closure — military activity,Original sample data
2026-03-09,Pakistan International Airlines,PK1269,Riyadh,Doha,Saudi Arabia,Qatar,Boeing 787-10 Dreamliner,172,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK7891,Singapore,Muscat,Singapore,Oman,Airbus A321neo,319,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK4554,Istanbul,Cairo,Turkey,Egypt,Boeing 737 MAX 8,104,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK7317,Dubai,London,UAE,UK,Airbus A320neo,199,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK5496,Kuwait City,London,Kuwait,UK,Airbus A330-300,281,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK1076,Abu Dhabi,Kuwait City,UAE,Kuwait,Boeing 787-9 Dreamliner,300,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK1170,Tehran,Frankfurt,Iran,Germany,Boeing 737 MAX 8,166,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK5370,Sydney,Dubai,Australia,UAE,Boeing 787-10 Dreamliner,173,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK2819,Beirut,Paris,Lebanon,France,Boeing 737 MAX 8,431,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK4740,Sydney,London,Australia,UK,Airbus A330-300,279,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK1136,Islamabad,Amman,Pakistan,Jordan,Airbus A321neo,314,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK5828,Abu Dhabi,Doha,UAE,Qatar,Airbus A380-800,136,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK6010,New York,Abu Dhabi,USA,UAE,Airbus A321neo,258,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK4223,Abu Dhabi,Kuwait City,UAE,Kuwait,Airbus A340-600,206,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK6283,London,Tehran,UK,Iran,Boeing 737 MAX 8,186,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK3535,Riyadh,Lahore,Saudi Arabia,Pakistan,Airbus A380-800,336,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK4288,Kuwait City,Lahore,Kuwait,Pakistan,Boeing 777-300ER,206,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK8488,Paris,Abu Dhabi,France,UAE,Airbus A380-800,301,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK2054,Riyadh,Abu Dhabi,Saudi Arabia,UAE,Boeing 787-9 Dreamliner,285,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK2875,Dubai,Tehran,UAE,Iran,Airbus A340-600,289,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK5274,Riyadh,Paris,Saudi Arabia,France,Boeing 737 MAX 8,293,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK4547,Abu Dhabi,Riyadh,UAE,Saudi Arabia,Boeing 777-200LR,281,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK7247,Islamabad,Doha,Pakistan,Qatar,Airbus A330-300,236,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK9274,London,Abu Dhabi,UK,UAE,Airbus A350-900,270,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Pakistan International Airlines,PK9001,Dubai,London,UAE,UK,Airbus A320neo,175,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QA1996,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 737-800,342,Diplomatic advisory — do not fly,Original sample data
2026-03-09,Qatar Airways,QA2743,Dubai,Paris,UAE,France,Boeing 787-9 Dreamliner,173,Airspace closure — NOTAM,Original sample data
2026-03-09,Qatar Airways,QR4525,Cairo,Tehran,Egypt,Iran,Airbus A321neo,407,Fuel supply disruption,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR6268,Doha,Kuwait City,Qatar,Kuwait,Airbus A340-600,219,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR1266,Dubai,Tehran,UAE,Iran,Airbus A321neo,294,Crew safety — company policy,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR8438,Sydney,Beirut,Australia,Lebanon,Boeing 737 MAX 8,450,Diplomatic advisory — do not fly,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR2788,Abu Dhabi,Doha,UAE,Qatar,Airbus A350-900,205,Government travel ban,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR5718,Cairo,Abu Dhabi,Egypt,UAE,Boeing 737 MAX 8,244,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR1817,Lahore,Riyadh,Pakistan,Saudi Arabia,Boeing 777-200LR,222,Insurance restriction — war zone,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR5764,Beijing,Muscat,China,Oman,Boeing 737 MAX 8,202,Airspace closure — NOTAM,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR1105,Tehran,Kuwait City,Iran,Kuwait,Airbus A321neo,287,Security risk — conflict zone,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR6582,Washington,Dubai,USA,UAE,Boeing 737 MAX 8,138,Airport closure — military activity,Simulated — scaled from verified sample
2026-03-09,Qatar Airways,QR2280,Paris,Riyadh,France,Saudi Arabia,Airbus A350-900,450,Security risk — conflict zone,Simulated — scaled from verified sample
